BAT_transcript BAT_logFC BAT_padj BRO_transcript BRO_logFC BRO_padj BGM_F_transcript BGM_F_logFC BGM_F_padj  BGM_M_transcript BGM_M_logFC BGM_M_padj OG
TRINITY_DN66_c1_g2 0.906249209017583 6.3848661104994e-06 TRINITY_DN406_c0_g1 0.305035630085795 0.244609363061111 TRINITY_DN881_c0_g3 0.353401225405667 0.263960154250851 TRINITY_DN881_c0_g3 -1.44770036267805 1.23198400978383e-08 OG0003232
TRINITY_DN6946_c0_g1 0.995012675480225 0.00388925541312788 TRINITY_DN14533_c0_g1 0.158952247417176 0.539843679244267 TRINITY_DN31083_c0_g1 0.757582467578858 0.0506404490455621 TRINITY_DN31083_c0_g1 1.39871638690274 2.90874248882032e-07 OG0003233
TRINITY_DN69831_c0_g2 -0.969265022175688 0.180224826328477 TRINITY_DN78473_c0_g1 0.578022290734682 0.369686010866501 TRINITY_DN35337_c3_g1 0.115405789102124 0.915135976253076 TRINITY_DN35337_c3_g1 -0.993452684363891 0.0960274891285869 OG0003234
TRINITY_DN7283_c0_g1 -0.725272265273863 0.0535636167882743 TRINITY_DN11153_c0_g1 -0.188719935656036 0.631513482478036 TRINITY_DN55622_c0_g1 -0.473575818851444 0.382401684452744 TRINITY_DN55622_c0_g1 -0.340486061539239 0.374045271094863 OG0003235
TRINITY_DN7466_c0_g1 -4.40511761719872 3.6627135316253e-29 TRINITY_DN1110_c0_g1 -7.46678700755528 3.27034524096158e-14 TRINITY_DN1150_c0_g1 -6.48931875624415 8.15675728017381e-28 TRINITY_DN1150_c0_g1 -4.86201012705629 1.78377631736237e-31 OG0003236
TRINITY_DN78883_c0_g1 -6.17590497043976 0.000150234040704226 TRINITY_DN80841_c1_g1 -5.63724739873248 9.30980169463242e-22 TRINITY_DN31499_c0_g1 -5.9252993807186 4.95707629297619e-17 TRINITY_DN31499_c0_g1 -6.22680945410446 3.20745928561808e-20 OG0003237
TRINITY_DN792_c0_g1 -1.07527165201119 2.05669677723835e-06 TRINITY_DN356_c0_g1 -0.407960757464533 3.28555626972255e-07 TRINITY_DN857_c1_g1 -1.04545611875047 4.96628001741012e-12 TRINITY_DN857_c1_g1 -1.21689586004438 9.46500561000973e-12 OG0003238
TRINITY_DN8140_c0_g2 0.453678395581104 0.0390616790946534 TRINITY_DN4811_c0_g1 0.132827614481509 0.381449647131587 TRINITY_DN6068_c3_g1 1.01014531790321 6.86303923541703e-13 TRINITY_DN6068_c3_g1 0.198845950087514 0.329078266593834 OG0003239
TRINITY_DN81794_c0_g1 1.92996596137965 9.07049067413821e-05 TRINITY_DN4239_c0_g1 2.02934262494338 2.25958916745004e-17 TRINITY_DN43763_c0_g2 2.26391199428421 2.90412718543396e-07 TRINITY_DN43763_c0_g2 7.42959696065843 2.82681552296859e-114 OG0003240
TRINITY_DN8193_c0_g1 0.0410923799541311 0.924253758967002 TRINITY_DN11539_c1_g2 -0.0531942165337026 0.766109456382858 TRINITY_DN1125_c4_g1 -0.141360421786779 0.625974257937545 TRINITY_DN1125_c4_g1 0.532835672859846 0.00128365065678246 OG0003241
TRINITY_DN839_c1_g3 1.27838760976816 4.25334231044636e-19 TRINITY_DN1095_c48_g3 1.40088623092997 4.52586167773145e-10 TRINITY_DN1387_c0_g1 1.34890959299798 4.74013459447733e-15 TRINITY_DN1387_c0_g1 -0.409163654419695 0.060866888691821 OG0003242
TRINITY_DN9456_c0_g1 -0.00616215254823784 0.98041693519371 TRINITY_DN99454_c0_g1 0.14872559383084 0.308062645456518 TRINITY_DN920_c0_g1 0.00977148096604553 0.969052725187007 TRINITY_DN920_c0_g1 1.04952308737489 6.14642450175075e-10 OG0003244
