OG0002841 GCPM01015436.1 TRINITY_DN7462_c1_g1_i2 TRINITY_DN15270_c0_g1_i1 TRINITY_DN80540_c0_g4_i1
OG0002842 GCPM01010852.1 TRINITY_DN5537_c0_g1_i2 TRINITY_DN16085_c0_g1_i1 TRINITY_DN13073_c0_g1_i4
OG0002844 GCPM01031916.1 TRINITY_DN2486_c0_g2_i4 TRINITY_DN2722_c0_g1_i10 TRINITY_DN4269_c1_g1_i9
OG0002846 GCPM01006671.1 TRINITY_DN3089_c1_g1_i1 TRINITY_DN3067_c1_g1_i1 TRINITY_DN25256_c2_g4_i1
OG0002847 GCPM01037719.1 TRINITY_DN7856_c0_g1_i6 TRINITY_DN3312_c0_g1_i1 TRINITY_DN3185_c0_g1_i1
OG0002849 GCPM01033359.1 TRINITY_DN132_c0_g1_i11 TRINITY_DN3690_c1_g1_i11 TRINITY_DN933_c0_g1_i8
OG0002851 GCPM01014257.1 TRINITY_DN178_c8_g1_i1 TRINITY_DN4278_c0_g1_i6 TRINITY_DN455_c1_g2_i1
OG0002853 GCPM01001920.1 TRINITY_DN7737_c0_g2_i2 TRINITY_DN45460_c0_g2_i2 TRINITY_DN2743_c0_g1_i2
OG0002855 GCPM01016314.1 TRINITY_DN22832_c0_g1_i5 TRINITY_DN5022_c0_g1_i1 TRINITY_DN4849_c1_g2_i2
OG0002856 GCPM01011169.1 TRINITY_DN5492_c1_g1_i2 TRINITY_DN5302_c0_g1_i8 TRINITY_DN3836_c0_g2_i2
OG0002857 GCPM01036791.1 TRINITY_DN32131_c0_g2_i4 TRINITY_DN57083_c0_g1_i1 TRINITY_DN9614_c0_g1_i4
OG0002859 GCPM01014498.1 TRINITY_DN1173_c0_g2_i4 TRINITY_DN6038_c0_g1_i1 TRINITY_DN2930_c2_g2_i2
OG0002861 GCPM01003884.1 TRINITY_DN1441_c3_g2_i1 TRINITY_DN64_c1_g1_i1 TRINITY_DN1412_c0_g1_i2
OG0002862 GCPM01004577.1 TRINITY_DN14533_c0_g1_i1 TRINITY_DN6946_c0_g1_i6 TRINITY_DN31083_c0_g1_i7
OG0002863 GCPM01015754.1 TRINITY_DN1110_c0_g1_i1 TRINITY_DN7466_c0_g1_i1 TRINITY_DN1150_c0_g1_i2
OG0002864 GCPM01039197.1 TRINITY_DN356_c0_g1_i1 TRINITY_DN792_c0_g1_i1 TRINITY_DN857_c1_g1_i4
OG0002865 GCPM01029228.1 TRINITY_DN11539_c1_g2_i6 TRINITY_DN8193_c0_g1_i4 TRINITY_DN1125_c4_g1_i1
OG0002869 GCPM01008400.1 TRINITY_DN99454_c0_g1_i15 TRINITY_DN9456_c0_g1_i6 TRINITY_DN920_c0_g1_i3
OG0002870 GCPM01009879.1 TRINITY_DN39272_c0_g1_i1 TRINITY_DN94686_c0_g1_i1 TRINITY_DN79462_c0_g1_i4
OG0002876 GCPM01015768.1 TRINITY_DN99564_c0_g1_i3 TRINITY_DN11861_c0_g1_i1 TRINITY_DN7022_c0_g1_i3
OG0002877 GCPM01006677.1 TRINITY_DN9658_c0_g1_i1 TRINITY_DN12237_c0_g1_i13 TRINITY_DN7571_c0_g2_i13
OG0002880 GCPM01003784.1 TRINITY_DN190_c2_g1_i6 TRINITY_DN12670_c0_g1_i1 TRINITY_DN1788_c2_g1_i4
OG0002881 GCPM01011651.1 TRINITY_DN2502_c3_g1_i1 TRINITY_DN12859_c0_g2_i1 TRINITY_DN86208_c1_g1_i1
OG0002883 GCPM01039642.1 TRINITY_DN218_c0_g2_i3 TRINITY_DN13870_c0_g1_i6 TRINITY_DN872_c2_g2_i7
OG0002884 GCPM01016382.1 TRINITY_DN18523_c0_g1_i5 TRINITY_DN1450_c0_g1_i1 TRINITY_DN721_c1_g1_i7
OG0002885 GCPM01015029.1 TRINITY_DN433_c3_g1_i1 TRINITY_DN14635_c0_g1_i8 TRINITY_DN11058_c0_g2_i2
OG0002886 GCPM01036395.1 TRINITY_DN10243_c1_g1_i1 TRINITY_DN17157_c0_g1_i3 TRINITY_DN512_c0_g1_i9
OG0002887 GCPM01014200.1 TRINITY_DN15453_c0_g1_i3 TRINITY_DN171700_c0_g1_i1 TRINITY_DN39069_c0_g3_i1
OG0002888 GCPM01010330.1 TRINITY_DN80174_c0_g1_i1 TRINITY_DN1874_c0_g1_i1 TRINITY_DN1634_c0_g2_i2
OG0002889 GCPM01003967.1 TRINITY_DN331_c8_g1_i1 TRINITY_DN23025_c0_g1_i8 TRINITY_DN15973_c0_g1_i5
OG0002890 GCPM01010039.1 TRINITY_DN1238_c0_g2_i11 TRINITY_DN23403_c0_g3_i2 TRINITY_DN48305_c0_g1_i5
OG0002893 GCPM01015708.1 TRINITY_DN1363_c0_g2_i3 TRINITY_DN2915_c0_g1_i1 TRINITY_DN12102_c0_g1_i2
OG0002895 GCPM01010615.1 TRINITY_DN4840_c0_g1_i1 TRINITY_DN2948_c2_g1_i2 TRINITY_DN5729_c0_g1_i9
OG0002899 GCPM01001663.1 TRINITY_DN104091_c0_g1_i2 TRINITY_DN335636_c0_g1_i1 TRINITY_DN99578_c0_g1_i1
OG0002900 GCPM01001287.1 TRINITY_DN1347_c1_g1_i1 TRINITY_DN336_c0_g1_i1 TRINITY_DN389_c8_g1_i2
OG0002902 GCPM01030436.1 TRINITY_DN3782_c2_g2_i1 TRINITY_DN3575_c0_g1_i7 TRINITY_DN1673_c0_g2_i3
OG0002903 GCPM01037458.1 TRINITY_DN6367_c0_g1_i2 TRINITY_DN3747_c0_g1_i11 TRINITY_DN5173_c0_g2_i1
OG0002904 GCPM01014214.1 TRINITY_DN114458_c0_g1_i5 TRINITY_DN4186_c0_g1_i6 TRINITY_DN2937_c3_g1_i3
OG0002905 GCPM01031485.1 TRINITY_DN23405_c0_g2_i19 TRINITY_DN42882_c0_g1_i1 TRINITY_DN4229_c0_g1_i4
OG0002906 GCPM01011361.1 TRINITY_DN20245_c0_g1_i1 TRINITY_DN432_c2_g1_i1 TRINITY_DN2413_c1_g1_i3
OG0002907 GCPM01005637.1 TRINITY_DN118527_c0_g1_i1 TRINITY_DN45647_c0_g1_i7 TRINITY_DN3210_c0_g1_i3
OG0002908 GCPM01003071.1 TRINITY_DN25153_c1_g1_i1 TRINITY_DN46740_c1_g1_i2 TRINITY_DN2300_c1_g1_i2
OG0002909 GCPM01015489.1 TRINITY_DN1972_c0_g1_i6 TRINITY_DN544_c1_g1_i3 TRINITY_DN4068_c0_g1_i4
OG0002910 GCPM01013564.1 TRINITY_DN256_c1_g1_i1 TRINITY_DN6104_c0_g2_i1 TRINITY_DN98324_c0_g1_i1
OG0002911 GCPM01012390.1 TRINITY_DN18059_c0_g1_i1 TRINITY_DN6322_c2_g1_i1 TRINITY_DN74036_c0_g4_i3
OG0002912 GCPM01016648.1 TRINITY_DN12459_c0_g1_i4 TRINITY_DN6879_c1_g1_i8 TRINITY_DN18764_c0_g1_i8
OG0002914 GCPM01003476.1 TRINITY_DN249811_c0_g1_i1 TRINITY_DN8050_c1_g2_i1 TRINITY_DN14789_c0_g1_i1
OG0002915 GCPM01004951.1 TRINITY_DN21952_c0_g1_i4 TRINITY_DN8251_c0_g2_i9 TRINITY_DN64462_c0_g2_i4
OG0002916 GCPM01015457.1 TRINITY_DN3220_c0_g5_i1 TRINITY_DN8678_c0_g1_i1 TRINITY_DN741_c4_g1_i1
OG0002917 GCPM01013300.1 TRINITY_DN11876_c0_g1_i4 TRINITY_DN88650_c0_g1_i1 TRINITY_DN9327_c4_g1_i4
OG0002918 GCPM01039725.1 TRINITY_DN24128_c0_g3_i1 TRINITY_DN9566_c0_g1_i3 TRINITY_DN2423_c0_g1_i1
OG0002919 GCPM01012710.1 TRINITY_DN118_c2_g1_i7 TRINITY_DN11118_c2_g1_i1 TRINITY_DN557_c7_g1_i1
OG0002920 GCPM01014386.1 TRINITY_DN22921_c0_g2_i2 TRINITY_DN1365_c2_g1_i1 TRINITY_DN6639_c0_g3_i5
OG0002921 GCPM01014406.1 TRINITY_DN7898_c0_g2_i7 TRINITY_DN14288_c0_g1_i3 TRINITY_DN2576_c0_g4_i5
OG0002922 GCPM01013777.1 TRINITY_DN67639_c0_g1_i1 TRINITY_DN1531_c3_g1_i1 TRINITY_DN54445_c0_g1_i9
OG0002923 GCPM01033621.1 TRINITY_DN65463_c0_g2_i1 TRINITY_DN1548_c0_g1_i4 TRINITY_DN3301_c1_g1_i2
OG0002924 GCPM01002080.1 TRINITY_DN13418_c0_g1_i2 TRINITY_DN157498_c0_g3_i1 TRINITY_DN32547_c0_g2_i3
OG0002925 GCPM01010094.1 TRINITY_DN1017_c0_g1_i7 TRINITY_DN1686_c0_g1_i1 TRINITY_DN128762_c0_g2_i2
OG0002927 GCPM01012750.1 TRINITY_DN269606_c0_g1_i1 TRINITY_DN19876_c0_g1_i7 TRINITY_DN10972_c0_g2_i1
OG0002928 GCPM01009346.1 TRINITY_DN9871_c1_g1_i3 TRINITY_DN19877_c0_g1_i4 TRINITY_DN455_c0_g1_i2
OG0002929 GCPM01038221.1 TRINITY_DN9071_c0_g2_i1 TRINITY_DN204_c4_g1_i1 TRINITY_DN2270_c5_g1_i1
OG0002930 GCPM01031104.1 TRINITY_DN811_c0_g1_i3 TRINITY_DN21346_c0_g1_i1 TRINITY_DN1388_c2_g1_i1
OG0002931 GCPM01039764.1 TRINITY_DN1087_c1_g1_i2 TRINITY_DN2219_c0_g1_i5 TRINITY_DN56782_c0_g1_i5
OG0002932 GCPM01033533.1 TRINITY_DN286_c0_g1_i4 TRINITY_DN2573_c0_g1_i6 TRINITY_DN4247_c0_g1_i5
OG0002933 GCPM01013162.1 TRINITY_DN66690_c0_g1_i4 TRINITY_DN269_c0_g4_i1 TRINITY_DN145_c0_g2_i6
OG0002934 GCPM01037084.1 TRINITY_DN2249_c4_g1_i2 TRINITY_DN2736_c1_g1_i1 TRINITY_DN994_c0_g1_i5
OG0002935 GCPM01015177.1 TRINITY_DN2698_c4_g3_i9 TRINITY_DN2793_c2_g1_i1 TRINITY_DN27824_c0_g3_i1
OG0002936 GCPM01039959.1 TRINITY_DN3025_c0_g2_i5 TRINITY_DN285_c5_g1_i1 TRINITY_DN598_c4_g1_i4
OG0002937 GCPM01016129.1 TRINITY_DN40145_c0_g2_i4 TRINITY_DN30014_c0_g1_i3 TRINITY_DN5243_c0_g2_i1
OG0002940 GCPM01008974.1 TRINITY_DN3626_c0_g1_i1 TRINITY_DN3156_c0_g1_i2 TRINITY_DN4765_c2_g3_i1
OG0002942 GCPM01032007.1 TRINITY_DN946_c1_g3_i1 TRINITY_DN3391_c0_g3_i2 TRINITY_DN23198_c0_g1_i2
OG0002943 GCPM01013190.1 TRINITY_DN2124_c2_g1_i1 TRINITY_DN3483_c1_g1_i8 TRINITY_DN791_c3_g2_i1
OG0002944 GCPM01005747.1 TRINITY_DN2136_c7_g1_i4 TRINITY_DN351_c2_g1_i2 TRINITY_DN23_c5_g3_i4
OG0002945 GCPM01013618.1 TRINITY_DN14041_c0_g2_i8 TRINITY_DN38208_c0_g1_i2 TRINITY_DN4318_c0_g1_i4
OG0002946 GCPM01039825.1 TRINITY_DN746_c0_g1_i3 TRINITY_DN44_c0_g1_i2 TRINITY_DN1766_c1_g1_i5
OG0002947 GCPM01016844.1 TRINITY_DN1918_c1_g1_i2 TRINITY_DN4529_c0_g1_i5 TRINITY_DN221_c4_g2_i1
OG0002948 GCPM01040087.1 TRINITY_DN8794_c0_g3_i1 TRINITY_DN45996_c0_g3_i4 TRINITY_DN55058_c0_g2_i4
OG0002949 GCPM01016516.1 TRINITY_DN1100_c0_g1_i1 TRINITY_DN503_c1_g1_i3 TRINITY_DN285_c0_g1_i6
OG0002950 GCPM01038947.1 TRINITY_DN47977_c0_g1_i3 TRINITY_DN5396_c1_g2_i1 TRINITY_DN881_c2_g1_i2
OG0002951 GCPM01039553.1 TRINITY_DN19071_c0_g6_i1 TRINITY_DN5566_c1_g1_i2 TRINITY_DN5826_c4_g1_i1
OG0002953 GCPM01016297.1 TRINITY_DN2851_c1_g1_i1 TRINITY_DN8666_c0_g2_i5 TRINITY_DN15762_c1_g1_i6
OG0002954 GCPM01040221.1 TRINITY_DN10181_c0_g2_i2 TRINITY_DN90874_c0_g2_i3 TRINITY_DN16528_c0_g1_i21
OG0002955 GCPM01039146.1 TRINITY_DN29651_c2_g3_i1 TRINITY_DN103_c3_g1_i1 TRINITY_DN1739_c0_g2_i1
OG0002956 GCPM01040095.1 TRINITY_DN3306_c0_g1_i3 TRINITY_DN11179_c1_g2_i3 TRINITY_DN21652_c0_g1_i5
OG0002957 GCPM01013656.1 TRINITY_DN54204_c0_g2_i2 TRINITY_DN11377_c0_g1_i1 TRINITY_DN73425_c0_g1_i1
OG0002958 GCPM01012163.1 TRINITY_DN205_c0_g2_i2 TRINITY_DN1376_c0_g1_i6 TRINITY_DN2386_c0_g2_i1
OG0002959 GCPM01034062.1 TRINITY_DN17046_c0_g4_i1 TRINITY_DN14255_c0_g1_i1 TRINITY_DN6251_c0_g1_i7
OG0002960 GCPM01015067.1 TRINITY_DN1015_c0_g1_i12 TRINITY_DN14705_c0_g1_i9 TRINITY_DN3073_c0_g1_i9
OG0002961 GCPM01016822.1 TRINITY_DN4668_c0_g1_i7 TRINITY_DN16105_c0_g4_i1 TRINITY_DN7890_c0_g1_i2
OG0002962 GCPM01014292.1 TRINITY_DN3038_c0_g4_i1 TRINITY_DN16964_c0_g2_i1 TRINITY_DN50172_c0_g1_i2
OG0002963 GCPM01016117.1 TRINITY_DN5638_c2_g1_i3 TRINITY_DN18862_c1_g3_i1 TRINITY_DN26306_c0_g1_i3
OG0002965 GCPM01010722.1 TRINITY_DN36224_c0_g1_i2 TRINITY_DN224_c1_g1_i1 TRINITY_DN37553_c0_g2_i4
OG0002967 GCPM01015466.1 TRINITY_DN1303_c0_g1_i1 TRINITY_DN23876_c0_g1_i1 TRINITY_DN1480_c0_g1_i2
OG0002968 GCPM01015183.1 TRINITY_DN22345_c0_g1_i1 TRINITY_DN247828_c0_g1_i1 TRINITY_DN3057_c0_g1_i2
OG0002970 GCPM01012566.1 TRINITY_DN25332_c1_g1_i4 TRINITY_DN27722_c2_g1_i4 TRINITY_DN18877_c0_g1_i5
OG0002971 GCPM01039759.1 TRINITY_DN2198_c0_g5_i2 TRINITY_DN2786_c1_g2_i1 TRINITY_DN12475_c2_g1_i1
OG0002973 GCPM01016761.1 TRINITY_DN364_c2_g3_i1 TRINITY_DN2867_c1_g1_i1 TRINITY_DN4824_c0_g1_i4
OG0002974 GCPM01009718.1 TRINITY_DN37820_c0_g1_i5 TRINITY_DN2971_c0_g1_i1 TRINITY_DN3347_c0_g2_i7
OG0002979 GCPM01015491.1 TRINITY_DN57053_c0_g1_i1 TRINITY_DN37966_c0_g1_i3 TRINITY_DN55467_c0_g1_i3
OG0002980 GCPM01016225.1 TRINITY_DN16090_c0_g1_i3 TRINITY_DN3974_c0_g1_i4 TRINITY_DN2075_c0_g1_i6
OG0002981 GCPM01013235.1 TRINITY_DN19387_c0_g1_i5 TRINITY_DN41739_c0_g1_i5 TRINITY_DN12417_c1_g1_i6
OG0002982 GCPM01014729.1 TRINITY_DN7722_c1_g2_i1 TRINITY_DN4313_c0_g2_i1 TRINITY_DN74736_c0_g1_i5
OG0002984 GCPM01007871.1 TRINITY_DN641_c9_g1_i1 TRINITY_DN5678_c0_g1_i2 TRINITY_DN24442_c5_g1_i1
OG0002986 GCPM01016554.1 TRINITY_DN1006_c4_g1_i2 TRINITY_DN601_c0_g1_i1 TRINITY_DN5385_c0_g1_i5
OG0002987 GCPM01011692.1 TRINITY_DN1230_c0_g1_i3 TRINITY_DN61929_c0_g1_i4 TRINITY_DN6563_c0_g4_i1
OG0002988 GCPM01037463.1 TRINITY_DN45974_c0_g1_i5 TRINITY_DN6265_c1_g1_i4 TRINITY_DN8635_c0_g1_i2
OG0002989 GCPM01016619.1 TRINITY_DN22_c2_g1_i2 TRINITY_DN751_c0_g1_i3 TRINITY_DN4968_c1_g1_i2
OG0002993 GCPM01016558.1 TRINITY_DN7558_c2_g1_i1 TRINITY_DN10062_c0_g1_i2 TRINITY_DN23637_c3_g1_i1
OG0002994 GCPM01009127.1 TRINITY_DN197820_c0_g5_i1 TRINITY_DN10236_c0_g1_i3 TRINITY_DN17_c0_g1_i1
OG0002995 GCPM01009877.1 TRINITY_DN87979_c0_g1_i11 TRINITY_DN10507_c0_g1_i10 TRINITY_DN15581_c0_g1_i6
OG0002996 GCPM01015713.1 TRINITY_DN2263_c0_g1_i17 TRINITY_DN10630_c0_g1_i1 TRINITY_DN2203_c9_g3_i1
OG0002998 GCPM01011487.1 TRINITY_DN80883_c1_g1_i3 TRINITY_DN1186_c8_g1_i1 TRINITY_DN1_c21_g1_i1
OG0002999 GCPM01015047.1 TRINITY_DN32_c2_g1_i1 TRINITY_DN1232_c6_g1_i4 TRINITY_DN5123_c0_g2_i1
OG0003000 GCPM01015420.1 TRINITY_DN173847_c0_g1_i4 TRINITY_DN12535_c2_g1_i2 TRINITY_DN73042_c1_g1_i2
OG0003001 GCPM01016230.1 TRINITY_DN79049_c0_g1_i2 TRINITY_DN126355_c0_g2_i1 TRINITY_DN19977_c0_g1_i1
OG0003002 GCPM01012918.1 TRINITY_DN109240_c0_g1_i3 TRINITY_DN126472_c0_g1_i2 TRINITY_DN92651_c0_g2_i7
OG0003003 GCPM01032872.1 TRINITY_DN2823_c0_g2_i2 TRINITY_DN12890_c0_g1_i9 TRINITY_DN6123_c2_g1_i2
OG0003004 GCPM01015009.1 TRINITY_DN34_c2_g3_i3 TRINITY_DN14503_c0_g2_i9 TRINITY_DN1222_c1_g1_i5
OG0003006 GCPM01015254.1 TRINITY_DN469_c5_g1_i1 TRINITY_DN17603_c0_g1_i3 TRINITY_DN48538_c0_g1_i1
OG0003007 GCPM01008800.1 TRINITY_DN16316_c0_g2_i2 TRINITY_DN20491_c0_g1_i1 TRINITY_DN59515_c0_g1_i5
OG0003008 GCPM01015996.1 TRINITY_DN369_c2_g1_i4 TRINITY_DN2126_c0_g1_i1 TRINITY_DN1823_c0_g2_i1
OG0003012 GCPM01012709.1 TRINITY_DN3100_c1_g2_i1 TRINITY_DN3463_c0_g1_i1 TRINITY_DN60715_c0_g3_i4
OG0003013 GCPM01005364.1 TRINITY_DN957_c2_g1_i1 TRINITY_DN3803_c2_g1_i3 TRINITY_DN869_c1_g1_i1
OG0003014 GCPM01016867.1 TRINITY_DN5895_c0_g1_i5 TRINITY_DN388_c2_g2_i1 TRINITY_DN292_c1_g1_i7
OG0003016 GCPM01012427.1 TRINITY_DN10596_c0_g1_i1 TRINITY_DN43660_c2_g1_i1 TRINITY_DN7226_c0_g1_i4
OG0003017 GCPM01015709.1 TRINITY_DN186_c0_g2_i1 TRINITY_DN448_c0_g1_i13 TRINITY_DN829_c0_g1_i4
OG0003020 GCPM01040154.1 TRINITY_DN61300_c0_g1_i2 TRINITY_DN620_c1_g1_i2 TRINITY_DN1124_c0_g1_i3
OG0003021 GCPM01039993.1 TRINITY_DN37354_c0_g1_i2 TRINITY_DN6397_c0_g3_i1 TRINITY_DN5159_c0_g1_i6
OG0003022 GCPM01037920.1 TRINITY_DN44926_c0_g1_i2 TRINITY_DN6411_c1_g2_i7 TRINITY_DN1210_c1_g1_i1
OG0003024 GCPM01014437.1 TRINITY_DN3612_c0_g2_i1 TRINITY_DN7178_c0_g1_i3 TRINITY_DN463_c0_g1_i13
OG0003025 GCPM01012244.1 TRINITY_DN5172_c1_g2_i1 TRINITY_DN72079_c0_g3_i1 TRINITY_DN16439_c0_g2_i2
OG0003026 GCPM01011714.1 TRINITY_DN7788_c0_g1_i11 TRINITY_DN78096_c0_g1_i7 TRINITY_DN4138_c0_g1_i7
OG0003028 GCPM01015949.1 TRINITY_DN6593_c0_g1_i10 TRINITY_DN815_c0_g2_i4 TRINITY_DN979_c4_g1_i1
OG0003029 GCPM01040061.1 TRINITY_DN56_c1_g2_i2 TRINITY_DN840_c1_g1_i4 TRINITY_DN1732_c0_g2_i1
OG0003030 GCPM01002071.1 TRINITY_DN1127_c2_g1_i1 TRINITY_DN14157_c0_g1_i4 TRINITY_DN22323_c0_g1_i4
OG0003032 GCPM01014932.1 TRINITY_DN1241_c1_g1_i2 TRINITY_DN14565_c0_g1_i1 TRINITY_DN14626_c2_g2_i5
OG0003033 GCPM01037692.1 TRINITY_DN54133_c0_g2_i1 TRINITY_DN16372_c1_g3_i1 TRINITY_DN991_c5_g1_i1
OG0003034 GCPM01012638.1 TRINITY_DN214_c1_g1_i1 TRINITY_DN1655_c1_g1_i1 TRINITY_DN1993_c0_g1_i1
OG0003035 GCPM01012981.1 TRINITY_DN393_c0_g2_i2 TRINITY_DN1658_c1_g1_i3 TRINITY_DN1021_c3_g1_i5
OG0003036 GCPM01010364.1 TRINITY_DN34874_c0_g2_i4 TRINITY_DN21067_c0_g1_i1 TRINITY_DN14175_c1_g4_i1
OG0003037 GCPM01014718.1 TRINITY_DN9323_c0_g3_i3 TRINITY_DN2378_c1_g1_i1 TRINITY_DN3797_c0_g1_i1
OG0003039 GCPM01015329.1 TRINITY_DN41240_c1_g1_i3 TRINITY_DN24001_c0_g2_i1 TRINITY_DN17693_c0_g1_i2
OG0003040 GCPM01009612.1 TRINITY_DN1395_c2_g1_i2 TRINITY_DN246_c0_g1_i5 TRINITY_DN2363_c1_g1_i2
OG0003041 GCPM01035158.1 TRINITY_DN139314_c0_g1_i1 TRINITY_DN255_c1_g1_i6 TRINITY_DN5282_c0_g5_i6
OG0003045 GCPM01016487.1 TRINITY_DN890_c0_g2_i1 TRINITY_DN32551_c0_g1_i2 TRINITY_DN1002_c1_g1_i1
OG0003046 GCPM01010655.1 TRINITY_DN352_c1_g1_i1 TRINITY_DN3275_c0_g2_i1 TRINITY_DN3657_c0_g2_i1
OG0003047 GCPM01016647.1 TRINITY_DN205834_c0_g1_i1 TRINITY_DN330604_c0_g1_i1 TRINITY_DN5162_c1_g1_i2
OG0003049 GCPM01011477.1 TRINITY_DN298_c1_g1_i2 TRINITY_DN35059_c0_g1_i5 TRINITY_DN5085_c0_g1_i3
OG0003051 GCPM01006590.1 TRINITY_DN321190_c0_g1_i1 TRINITY_DN357787_c0_g1_i1 TRINITY_DN375835_c0_g1_i1
OG0003052 GCPM01009052.1 TRINITY_DN70_c4_g1_i1 TRINITY_DN3882_c0_g1_i1 TRINITY_DN450_c8_g1_i1
OG0003054 GCPM01015459.1 TRINITY_DN19851_c0_g2_i4 TRINITY_DN4103_c0_g1_i2 TRINITY_DN6485_c0_g2_i1
OG0003055 GCPM01039651.1 TRINITY_DN894_c14_g1_i1 TRINITY_DN41722_c1_g4_i1 TRINITY_DN8848_c0_g1_i3
OG0003056 GCPM01000687.1 TRINITY_DN1283_c5_g1_i1 TRINITY_DN4222_c0_g2_i4 TRINITY_DN1640_c0_g1_i1
OG0003057 GCPM01016173.1 TRINITY_DN153_c3_g1_i3 TRINITY_DN4366_c0_g2_i2 TRINITY_DN36_c2_g1_i5
OG0003058 GCPM01035775.1 TRINITY_DN14890_c2_g1_i1 TRINITY_DN45364_c0_g1_i1 TRINITY_DN71749_c3_g3_i1
OG0003059 GCPM01016454.1 TRINITY_DN163_c2_g1_i3 TRINITY_DN485_c0_g1_i14 TRINITY_DN571_c1_g1_i9
